Date,Shift,Area,Machine,Operator,%Availability,Run Time,Slow Speed %,Slow Speed (Mins),Down Time %,Down Time(mins),Calculated Target Kg,Actual Kg,Target %,Total Shift Time,Product code,Calculated kg,Week,Month
09-10-2020,A,saw,N/A,,79,391,33,85,21,18,3450,80,2.32,409,,1986,41 week,10
09-10-2020,A,saw,Pounds 2,Karthik ,44,33,29,255,56,188,3450,321,9.3,221,Nil,944,41 week,10
09-10-2020,B,saw,Pounds 1,Praveen K. V.,31,80,29,91,69,235,3450,1655,47.97,315,EM12K-3.2mm-650-D,1441,41 week,10
09-10-2020,B,saw,N/A,,50,158,25,133,50,354,3450,3030,87.83,512,,2152,41 week,10
09-10-2020,B,saw,N/A,,66,146,33,393,34,202,3450,978,28.35,348,,2446,41 week,10
09-10-2020,B,saw,N/A,,68,334,22,224,32,130,3450,3177,92.09,464,,2796,41 week,10
09-10-2020,B,saw,N/A,,92,155,4,333,8,414,3450,2767,80.2,569,,741,41 week,10
09-10-2020,B,saw,N/A,,11,405,30,191,89,213,3450,1533,44.43,618,,2497,41 week,10
09-10-2020,B,saw,N/A,,95,334,39,320,5,469,3450,1531,44.38,803,Nil,2697,41 week,10
09-10-2020,B,saw,N/A,,88,222,9,423,12,100,3450,1160,33.62,322,,2653,41 week,10
09-10-2020,B,saw,N/A,,88,99,40,132,12,175,3450,1432,41.51,274,Nil,2360,41 week,10
09-10-2020,B,saw,N/A,,6,114,15,328,94,453,3450,541,15.68,567,,269,41 week,10
09-10-2020,B,saw,Pounds 2,Karthik ,6,247,20,109,94,190,3450,799,23.16,437,ER70S6-2mm-AxlesRee,2053,41 week,10
09-10-2020,C,saw,Pounds 1,Praveen K. V.,52,161,38,12,48,164,3450,703,20.38,325,Nil,1750,41 week,10
09-10-2020,C,saw,N/A,,29,103,28,152,71,455,3450,3175,92.03,558,,1283,41 week,10
09-10-2020,C,saw,N/A,,8,150,29,2,92,37,3450,1229,35.62,187,,1820,41 week,10
09-10-2020,C,saw,N/A,,79,149,3,210,21,404,3450,796,23.07,553,,2820,41 week,10
09-10-2020,C,saw,N/A,,83,377,7,336,17,5,3450,3468,100.52,382,,1691,41 week,10
09-10-2020,C,saw,N/A,,72,328,5,43,28,119,3450,706,20.46,447,,1690,41 week,10
09-10-2020,C,saw,N/A,,74,157,16,16,26,381,3450,1260,36.52,538,Nil,992,41 week,10
09-10-2020,C,saw,N/A,,56,40,12,410,44,110,3450,1728,50.09,150,,392,41 week,10
09-10-2020,C,saw,N/A,,17,259,18,245,83,130,3450,2614,75.77,389,Nil,551,41 week,10
09-10-2020,C,saw,N/A,,65,8,37,50,35,215,3450,1576,45.68,223,,2727,41 week,10
09-10-2020,C,saw,Pounds 2,Karthik ,5,244,31,465,95,441,3450,2396,69.45,685,Nil,1306,41 week,10
10-10-2020,A,saw,Pounds 1,Praveen K. V.,26,88,37,307,74,376,3450,3126,90.61,464,Nil,1716,41 week,10
10-10-2020,A,saw,N/A,,93,155,2,464,7,114,3450,1476,42.78,269,,1147,41 week,10
10-10-2020,A,saw,N/A,,48,405,29,19,52,447,3450,1597,46.29,852,,1413,41 week,10
10-10-2020,A,saw,N/A,,39,421,21,452,61,57,3450,507,14.7,478,,2135,41 week,10
10-10-2020,A,saw,N/A,,76,383,31,274,24,325,3450,2009,58.23,708,,1125,41 week,10
10-10-2020,A,saw,N/A,,99,381,24,475,1,299,3450,855,24.78,680,,1911,41 week,10
10-10-2020,A,saw,N/A,,96,111,14,336,4,160,3450,1895,54.93,271,Nil,452,41 week,10
10-10-2020,A,saw,N/A,,29,55,23,327,71,338,3450,2229,64.61,393,,114,41 week,10
10-10-2020,A,saw,N/A,,38,180,30,252,62,59,3450,2752,79.77,239,Nil,131,41 week,10
10-10-2020,A,saw,N/A,,31,160,40,204,69,411,3450,1804,52.29,571,,848,41 week,10
10-10-2020,A,saw,Pounds 2,Karthik ,65,293,39,165,35,50,3450,1570,45.51,343,Nil,2619,41 week,10
10-10-2020,B,saw,Pounds 1,Praveen K. V.,67,152,37,157,33,273,3450,2174,63.01,425,EM12K-2mm-800mm-B,1543,41 week,10
10-10-2020,B,saw,N/A,,20,293,36,115,80,129,3450,3445,99.86,422,,2399,41 week,10
10-10-2020,B,saw,N/A,,16,141,22,285,84,187,3450,1727,50.06,328,,193,41 week,10
10-10-2020,B,saw,N/A,,70,372,31,268,30,397,3450,2002,58.03,769,,1842,41 week,10
10-10-2020,B,saw,N/A,,23,364,18,45,77,0,3450,2959,85.77,364,,785,41 week,10
10-10-2020,B,saw,N/A,,56,470,20,97,44,206,3450,675,19.57,676,,46,41 week,10
10-10-2020,B,saw,N/A,,91,306,11,382,9,245,3450,2160,62.61,551,Nil,715,41 week,10
10-10-2020,B,saw,N/A,,24,102,27,267,76,231,3450,2388,69.22,333,,1652,41 week,10
10-10-2020,B,saw,N/A,,1,14,20,427,99,447,3450,581,16.84,461,Nil,734,41 week,10
10-10-2020,B,saw,N/A,,48,362,37,217,52,259,3450,13,0.38,621,,560,41 week,10
10-10-2020,B,saw,Pounds 2,Karthik ,81,301,36,339,19,269,3450,475,13.77,570,ER70S6-2mm-WheelsR,929,41 week,10
10-10-2020,C,saw,Pounds 1,Praveen K. V.,100,447,0,477,0,13,3450,978,28.35,460,EM12K-2mm-800mm-B,720,41 week,10
10-10-2020,C,saw,N/A,,61,277,2,181,39,170,3450,415,12.03,447,,1140,41 week,10
10-10-2020,C,saw,N/A,,34,385,33,349,66,99,3450,93,2.7,484,,1718,41 week,10
10-10-2020,C,saw,N/A,,34,143,1,394,66,1,3450,2535,73.48,144,,1952,41 week,10
10-10-2020,C,saw,N/A,,25,189,7,194,75,320,3450,1407,40.78,509,,2412,41 week,10
10-10-2020,C,saw,N/A,,10,225,18,311,90,63,3450,1294,37.51,288,,2377,41 week,10
10-10-2020,C,saw,N/A,,83,17,20,62,17,178,3450,2659,77.07,195,Nil,2675,41 week,10
10-10-2020,C,saw,N/A,,8,416,28,301,92,416,3450,452,13.1,832,,1974,41 week,10
10-10-2020,C,saw,N/A,,12,336,10,275,88,244,3450,1198,34.72,580,Nil,2565,41 week,10
10-10-2020,C,saw,N/A,,88,41,9,301,12,133,3450,509,14.75,174,,2768,41 week,10
10-10-2020,C,saw,Pounds 2,Karthik ,99,368,13,178,1,395,3450,590,17.1,763,ER70S6-2mm-WheelsR,1559,41 week,10
11-10-2020,A,saw,Pounds 1,Praveen K. V.,98,105,1,252,2,441,3450,3183,92.26,546,EM12K-2mm-800mm-B,756,41 week,10
11-10-2020,A,saw,N/A,,93,246,4,409,7,365,3450,1563,45.3,611,,1726,41 week,10
11-10-2020,A,saw,N/A,,81,274,21,84,19,298,3450,1930,55.94,572,,2221,41 week,10
11-10-2020,A,saw,N/A,,5,283,10,143,95,55,3450,2471,71.62,338,,1300,41 week,10
11-10-2020,A,saw,N/A,,26,41,34,342,74,276,3450,508,14.72,317,,1950,41 week,10
11-10-2020,A,saw,N/A,,70,439,20,94,30,224,3450,1468,42.55,663,,1211,41 week,10
11-10-2020,A,saw,N/A,,55,351,20,53,45,397,3450,443,12.84,748,Nil,325,41 week,10
11-10-2020,A,saw,N/A,,49,121,24,262,51,242,3450,2039,59.1,363,,160,41 week,10
11-10-2020,A,saw,N/A,,63,283,7,155,37,426,3450,2588,75.01,709,Nil,505,41 week,10
11-10-2020,A,saw,N/A,,83,42,17,193,17,115,3450,2653,76.9,157,,409,41 week,10
11-10-2020,A,saw,Pounds 2,Karthik ,47,447,9,319,53,69,3450,613,17.77,516,ER70S6-2mm-WheelsR,1274,41 week,10
11-10-2020,B,saw,Pounds 1,Praveen K. V.,5,186,36,51,95,19,3450,2038,59.07,205,EM12K-2mm-800mm-B,1506,41 week,10
11-10-2020,B,saw,N/A,,44,242,8,299,56,57,3450,1497,43.39,299,,240,41 week,10
11-10-2020,B,saw,N/A,,13,302,0,23,87,48,3450,1659,48.09,350,,69,41 week,10
11-10-2020,B,saw,N/A,,54,177,25,427,46,122,3450,2459,71.28,299,,386,41 week,10
11-10-2020,B,saw,N/A,,95,454,22,246,5,266,3450,1858,53.86,720,,1794,41 week,10
11-10-2020,B,saw,N/A,,86,474,8,38,14,9,3450,35,1.01,483,,2114,41 week,10
11-10-2020,B,saw,N/A,,100,283,38,89,0,132,3450,444,12.87,415,Nil,750,41 week,10
11-10-2020,B,saw,N/A,,94,103,35,134,6,380,3450,950,27.54,483,,616,41 week,10
11-10-2020,B,saw,N/A,,58,349,0,372,42,412,3450,3332,96.58,761,Nil,1150,41 week,10
11-10-2020,B,saw,N/A,,99,243,21,440,1,463,3450,3399,98.52,706,,2538,41 week,10
11-10-2020,B,saw,Pounds 2,Karthik ,8,90,40,332,92,364,3450,1144,33.16,454,ER70S6-2mm-WheelsR,446,41 week,10
11-10-2020,C,saw,Pounds 1,Praveen K. V.,61,258,18,471,39,444,3450,3512,101.8,702,EM12K-2mm-800mm-B,2010,41 week,10
11-10-2020,C,saw,N/A,,49,151,21,252,51,64,3450,3344,96.93,215,,1960,41 week,10
11-10-2020,C,saw,N/A,,23,67,34,124,77,78,3450,2660,77.1,145,,2303,41 week,10
11-10-2020,C,saw,N/A,,17,459,21,478,83,58,3450,262,7.59,517,,780,41 week,10
11-10-2020,C,saw,N/A,,19,158,38,289,81,245,3450,1721,49.88,403,,439,41 week,10
11-10-2020,C,saw,N/A,,87,429,0,421,13,268,3450,460,13.33,697,,1792,41 week,10
11-10-2020,C,saw,N/A,,46,159,34,273,54,332,3450,3494,101.28,491,Nil,609,41 week,10
11-10-2020,C,saw,N/A,,43,453,5,132,57,98,3450,1315,38.12,551,,1678,41 week,10
11-10-2020,C,saw,N/A,,2,104,17,182,98,251,3450,1244,36.06,355,Nil,1158,41 week,10
11-10-2020,C,saw,N/A,,25,82,17,195,75,444,3450,1430,41.45,526,,2,41 week,10
11-10-2020,C,saw,Pounds 2,Karthik ,69,466,28,56,31,408,3450,2311,66.99,874,ER70S6-2mm-WheelsR,1447,41 week,10
12-10-2020,A,saw,Pounds 1,Praveen K. V.,84,308,19,274,16,427,3450,2144,62.14,735,EM12K-2mm-800mm-B,449,42 week,10
12-10-2020,A,saw,N/A,,66,426,40,78,34,375,3450,927,26.87,801,,173,42 week,10
12-10-2020,A,saw,N/A,,61,130,38,199,39,307,3450,1623,47.04,437,,2132,42 week,10
12-10-2020,A,saw,N/A,,98,264,35,342,2,6,3450,2744,79.54,270,,2055,42 week,10
12-10-2020,A,saw,N/A,,65,448,15,24,35,371,3450,801,23.22,819,,1317,42 week,10
12-10-2020,A,saw,N/A,,28,10,27,38,72,351,3450,334,9.68,361,,1620,42 week,10
12-10-2020,A,saw,N/A,,94,217,5,100,6,238,3450,2138,61.97,455,Nil,1051,42 week,10
12-10-2020,A,saw,N/A,,67,405,13,147,33,264,3450,1543,44.72,669,,11,42 week,10
12-10-2020,A,saw,N/A,,10,49,23,81,90,114,3450,3337,96.72,163,Nil,2162,42 week,10
12-10-2020,A,saw,N/A,,41,276,19,312,59,412,3450,336,9.74,688,,2303,42 week,10
12-10-2020,A,saw,Pounds 2,Karthik ,2,230,39,78,98,287,3450,3360,97.39,517,ER70S6-2mm-WheelsR,446,42 week,10
12-10-2020,B,saw,Pounds 1,Praveen K. V.,51,210,3,93,49,103,3450,570,16.52,313,EM12K-4.8mm-500-R,1141,42 week,10
12-10-2020,B,saw,N/A,,34,195,27,157,66,335,3450,430,12.46,530,,2758,42 week,10
12-10-2020,B,saw,N/A,,69,177,14,31,31,85,3450,3367,97.59,262,,2286,42 week,10
12-10-2020,B,saw,N/A,,17,118,39,109,83,19,3450,436,12.64,137,,298,42 week,10
12-10-2020,B,saw,N/A,,77,243,39,118,23,170,3450,1394,40.41,413,,2626,42 week,10
12-10-2020,B,saw,N/A,,73,272,36,444,27,407,3450,2140,62.03,679,,531,42 week,10
12-10-2020,B,saw,N/A,,27,256,9,322,73,212,3450,38,1.1,468,Nil,1762,42 week,10
12-10-2020,B,saw,N/A,,21,112,12,36,79,373,3450,1743,50.52,485,,1861,42 week,10
12-10-2020,B,saw,N/A,,66,130,39,379,34,392,3450,2329,67.51,522,Nil,2333,42 week,10
12-10-2020,B,saw,N/A,,88,20,33,156,12,391,3450,2400,69.57,411,,1350,42 week,10
12-10-2020,B,saw,Pounds 2,Dinesh K. R.,23,311,38,186,77,106,3450,974,28.23,417,ER70S6-2mm-AxlesRee,1481,42 week,10
12-10-2020,C,saw,Pounds 1,Praveen K. V.,64,6,1,196,36,412,3450,1409,40.84,418,Nil,136,42 week,10
12-10-2020,C,saw,N/A,,60,185,25,103,40,190,3450,3481,100.9,375,,1645,42 week,10
12-10-2020,C,saw,N/A,,0,39,30,459,100,185,3450,1600,46.38,224,,2044,42 week,10
12-10-2020,C,saw,N/A,,15,326,30,272,85,454,3450,2170,62.9,780,,273,42 week,10
12-10-2020,C,saw,N/A,,77,423,34,10,23,477,3450,1590,46.09,900,,814,42 week,10
12-10-2020,C,saw,N/A,,17,56,3,184,83,345,3450,3208,92.99,401,,2497,42 week,10
12-10-2020,C,saw,N/A,,30,204,22,355,70,57,3450,600,17.39,261,Nil,701,42 week,10
12-10-2020,C,saw,N/A,,82,231,25,36,18,372,3450,289,8.38,603,,2336,42 week,10
12-10-2020,C,saw,N/A,,65,193,8,3,35,77,3450,1557,45.13,270,Nil,1618,42 week,10
12-10-2020,C,saw,N/A,,33,341,19,202,67,296,3450,1147,33.25,637,,2278,42 week,10
12-10-2020,C,saw,Pounds 2,Dinesh K. R.,27,350,26,285,73,324,3450,1373,39.8,674,Nil,1894,42 week,10
13-10-2020,A,saw,Pounds 1,Praveen K. V.,24,176,3,296,76,370,3450,1619,46.93,546,Nil,694,42 week,10
13-10-2020,A,saw,N/A,,53,15,40,109,47,310,3450,1301,37.71,325,,2021,42 week,10
13-10-2020,A,saw,N/A,,83,464,17,420,17,209,3450,1624,47.07,673,,1727,42 week,10
13-10-2020,A,saw,N/A,,15,417,8,93,85,74,3450,2005,58.12,491,,1572,42 week,10
13-10-2020,A,saw,N/A,,26,239,29,228,74,94,3450,630,18.26,333,,679,42 week,10
13-10-2020,A,saw,N/A,,36,125,14,337,64,233,3450,1973,57.19,358,,2476,42 week,10
13-10-2020,A,saw,N/A,,61,16,6,310,39,410,3450,240,6.96,426,Nil,1531,42 week,10
13-10-2020,A,saw,N/A,,19,380,13,401,81,237,3450,1480,42.9,617,,1229,42 week,10
13-10-2020,A,saw,N/A,,54,122,19,290,46,142,3450,2430,70.43,264,Nil,1151,42 week,10
13-10-2020,A,saw,N/A,,77,256,13,338,23,248,3450,942,27.3,504,,2290,42 week,10
13-10-2020,A,saw,Pounds 2,Dinesh K. R.,85,3,30,240,15,64,3450,1877,54.41,67,Nil,728,42 week,10
13-10-2020,B,saw,Pounds 1,Praveen K. V.,53,406,1,253,47,77,3450,71,2.06,483,EM12K-4.8mm-500-R,1493,42 week,10
13-10-2020,B,saw,N/A,,27,140,27,460,73,345,3450,2613,75.74,485,,2628,42 week,10
13-10-2020,B,saw,N/A,,7,178,11,236,93,234,3450,1498,43.42,412,,763,42 week,10
13-10-2020,B,saw,N/A,,20,42,20,408,80,119,3450,3188,92.41,161,,1984,42 week,10
13-10-2020,B,saw,N/A,,48,407,15,289,52,132,3450,1703,49.36,539,,862,42 week,10
13-10-2020,B,saw,N/A,,38,376,35,259,62,172,3450,2069,59.97,548,,2466,42 week,10
13-10-2020,B,saw,N/A,,91,224,12,467,9,319,3450,2981,86.41,543,Nil,1985,42 week,10
13-10-2020,B,saw,N/A,,74,192,25,2,26,200,3450,2015,58.41,392,,2544,42 week,10
13-10-2020,B,saw,N/A,,63,344,26,170,37,210,3450,2566,74.38,554,Nil,1995,42 week,10
13-10-2020,B,saw,N/A,,28,230,39,221,72,392,3450,3459,100.26,622,,2610,42 week,10
13-10-2020,B,saw,Pounds 2,Praveen K. V.,77,120,23,367,23,155,3450,2779,80.55,275,Nil,2500,42 week,10
13-10-2020,C,saw,Pounds 1,Praveen K. V.,94,256,14,36,6,220,3450,2423,70.23,476,Nil,694,42 week,10
13-10-2020,C,saw,N/A,,84,86,22,115,16,274,3450,3481,100.9,360,,333,42 week,10
13-10-2020,C,saw,N/A,,13,142,19,146,87,424,3450,3101,89.88,566,,2550,42 week,10
13-10-2020,C,saw,N/A,,11,259,26,175,89,312,3450,642,18.61,571,,1753,42 week,10
13-10-2020,C,saw,N/A,,2,478,23,291,98,287,3450,3106,90.03,765,,2141,42 week,10
13-10-2020,C,saw,N/A,,91,18,37,398,9,24,3450,2387,69.19,42,,2756,42 week,10
13-10-2020,C,saw,N/A,,54,294,37,470,46,127,3450,1782,51.65,421,Nil,928,42 week,10
13-10-2020,C,saw,N/A,,93,297,27,326,7,434,3450,1802,52.23,731,,2174,42 week,10
13-10-2020,C,saw,N/A,,51,208,2,426,49,340,3450,2410,69.86,548,Nil,2424,42 week,10
13-10-2020,C,saw,N/A,,47,427,12,246,53,337,3450,1311,38,764,,1204,42 week,10
13-10-2020,C,saw,Pounds 2,Praveen K. V.,4,402,2,306,96,400,3450,423,12.26,802,Nil,1348,42 week,10
14-10-2020,A,saw,Pounds 1,Praveen K. V.,68,195,33,473,32,254,3450,1051,30.46,449,Nil,2088,42 week,10
14-10-2020,A,saw,N/A,,91,198,36,383,9,112,3450,1982,57.45,310,,269,42 week,10
14-10-2020,A,saw,N/A,,45,383,30,46,55,5,3450,557,16.14,388,,1920,42 week,10
14-10-2020,A,saw,N/A,,20,81,35,63,80,345,3450,2424,70.26,426,,1419,42 week,10
14-10-2020,A,saw,N/A,,1,67,17,451,99,98,3450,1896,54.96,165,,1191,42 week,10
14-10-2020,A,saw,N/A,,81,421,29,424,19,64,3450,766,22.2,485,,594,42 week,10
14-10-2020,A,saw,N/A,,44,385,24,290,56,179,3450,1679,48.67,564,Nil,1709,42 week,10
14-10-2020,A,saw,N/A,,51,461,34,359,49,196,3450,1493,43.28,657,,1393,42 week,10
14-10-2020,A,saw,N/A,,73,369,14,467,27,422,3450,1243,36.03,791,Nil,722,42 week,10
14-10-2020,A,saw,N/A,,40,289,36,35,60,286,3450,2526,73.22,575,,728,42 week,10
14-10-2020,A,saw,Pounds 2,Praveen K. V.,64,330,30,414,36,433,3450,150,4.35,763,Nil,2013,42 week,10
15-10-2020,A,saw,Pounds 1,Gnanasekar V,82,326,35,270,18,111,3450,477,13.83,437,EL8-4mm-1000mm-B,2732,42 week,10
15-10-2020,B,saw,Pounds 2,Praveen K. V.,76,400,38,21,24,328,3450,1307,37.88,728,ER70S6-2mm-AxlesRee,685,42 week,10
16-10-2020,B,saw,Pounds 1,Gnanasekar V,96,402,14,452,4,428,3450,644,18.67,830,EB2-R-4mm,1940,42 week,10
16-10-2020,B,saw,Pounds 2,Praveen K. V.,27,180,7,198,73,215,3450,3142,91.07,395,ER70S6-2mm-AxlesRee,139,42 week,10
17-10-2020,B,saw,Pounds 1,Praveen K. V.,74,326,19,11,26,241,3450,875,25.36,567,EA2-4mm-1000mm-B,1457,42 week,10
17-10-2020,B,saw,Pounds 2,Gnanasekar V,71,47,18,153,29,78,3450,2347,68.03,125,ER70S6-2mm-WheelsR,602,42 week,10
17-10-2020,C,saw,Pounds 2,Gnanasekar V,97,75,5,271,3,65,3450,2768,80.23,140,ER70S6-2mm-WheelsR,1999,42 week,10
18-10-2020,A,saw,Pounds 2,Gnanasekar V,51,109,23,173,49,107,3450,82,2.38,216,ER70S6-2mm-WheelsR,1448,42 week,10
18-10-2020,B,saw,Pounds 2,Gnanasekar V,22,377,26,144,78,250,3450,232,6.72,627,ER70S6-2mm-WheelsR,2924,42 week,10
18-10-2020,C,saw,Pounds 2,Gnanasekar V,82,168,39,166,18,314,3450,2682,77.74,482,ER70S6-2mm-WheelsR,1256,42 week,10
19-10-2020,A,saw,Pounds 2,Gnanasekar V,36,328,6,24,64,326,3450,1667,48.32,654,ER70S6-2mm-WheelsR,2830,43 week,10
19-10-2020,B,saw,Pounds 1,Praveen K. V.,26,314,11,38,74,224,3450,893,25.88,538,EA2-3.2mm-1000mm-B,1318,43 week,10
19-10-2020,B,saw,N/A,,65,254,21,336,35,179,3450,667,19.33,433,,1269,43 week,10
19-10-2020,B,saw,N/A,,93,405,12,348,7,192,3450,642,18.61,597,,796,43 week,10
19-10-2020,B,saw,N/A,,76,222,0,217,24,141,3450,389,11.28,363,,207,43 week,10
19-10-2020,B,saw,N/A,,14,69,30,401,86,156,3450,1579,45.77,225,,1668,43 week,10
19-10-2020,B,saw,N/A,,72,460,36,36,28,60,3450,2362,68.46,520,,949,43 week,10
19-10-2020,B,saw,N/A,,88,434,35,384,12,236,3450,765,22.17,670,,2987,43 week,10
19-10-2020,B,saw,N/A,,28,388,30,280,72,233,3450,1642,47.59,621,,1727,43 week,10
19-10-2020,B,saw,N/A,,99,429,26,150,1,188,3450,304,8.81,617,,245,43 week,10
19-10-2020,B,saw,N/A,,71,403,5,156,29,21,3450,3284,95.19,424,,2926,43 week,10
19-10-2020,B,saw,Pounds 2,Parthiban G,50,210,24,51,50,181,3450,2037,59.04,391,ER70S6-2mm-WheelsR,1420,43 week,10
19-10-2020,C,saw,Pounds 1,Praveen K. V.,60,166,15,422,40,335,3450,2273,65.88,501,EA2-3.2mm-1000mm-B,188,43 week,10
19-10-2020,C,saw,N/A,,53,442,22,361,47,153,3450,1558,45.16,595,Nil,2260,43 week,10
19-10-2020,C,saw,N/A,,24,443,32,392,76,9,3450,1036,30.03,452,Nil,2890,43 week,10
19-10-2020,C,saw,N/A,,98,159,30,15,2,176,3450,3282,95.13,335,Nil,548,43 week,10
19-10-2020,C,saw,N/A,,100,101,27,91,0,60,3450,1466,42.49,161,Nil,1894,43 week,10
19-10-2020,C,saw,N/A,,26,301,3,159,74,8,3450,180,5.22,309,Nil,523,43 week,10
19-10-2020,C,saw,N/A,,4,16,8,181,96,179,3450,3423,99.22,195,Nil,1280,43 week,10
19-10-2020,C,saw,N/A,,75,113,20,198,25,359,3450,306,8.87,472,Nil,909,43 week,10
19-10-2020,C,saw,N/A,,71,97,14,206,29,289,3450,542,15.71,386,Nil,1281,43 week,10
19-10-2020,C,saw,N/A,,100,189,11,47,0,418,3450,512,14.84,607,Nil,1428,43 week,10
19-10-2020,C,saw,Pounds 2,Parthiban G,2,382,12,365,98,23,3450,524,15.19,405,ER70S6-2mm-WheelsR,202,43 week,10
20-10-2020,A,saw,Pounds 1,vijay c,66,433,11,182,34,106,3450,2518,72.99,539,EB2-2mm-200-R,933,43 week,10
20-10-2020,A,saw,N/A,,35,393,28,95,65,239,3450,2559,74.17,632,Nil,2896,43 week,10
20-10-2020,A,saw,N/A,,55,185,26,463,45,27,3450,1648,47.77,212,Nil,399,43 week,10
20-10-2020,A,saw,N/A,,19,83,5,172,81,156,3450,1382,40.06,239,Nil,2222,43 week,10
20-10-2020,A,saw,N/A,,92,125,34,331,8,338,3450,2598,75.3,463,Nil,2701,43 week,10
20-10-2020,A,saw,N/A,,69,29,15,460,31,13,3450,1599,46.35,42,Nil,2363,43 week,10
20-10-2020,A,saw,N/A,,50,455,10,292,50,157,3450,3440,99.71,612,Nil,2752,43 week,10
20-10-2020,A,saw,N/A,,1,48,19,124,99,121,3450,866,25.1,169,Nil,1864,43 week,10
20-10-2020,A,saw,N/A,,66,259,16,445,34,112,3450,27,0.78,371,Nil,80,43 week,10
20-10-2020,A,saw,N/A,,36,73,3,117,64,168,3450,3508,101.68,241,Nil,2643,43 week,10
20-10-2020,A,saw,Pounds 2,Parthiban G,16,177,16,390,84,86,3450,456,13.22,263,ER70S6-2mm-WheelsR,2904,43 week,10
20-10-2020,B,saw,Pounds 1,Praveen K. V.,88,397,30,45,12,407,3450,990,28.7,804,EB2-2mm-200-R,1957,43 week,10
20-10-2020,B,saw,N/A,,43,18,6,374,57,53,3450,674,19.54,71,Nil,2447,43 week,10
20-10-2020,B,saw,N/A,,40,43,4,152,60,84,3450,148,4.29,127,Nil,2252,43 week,10
20-10-2020,B,saw,N/A,,83,451,21,224,17,427,3450,947,27.45,878,Nil,1424,43 week,10
20-10-2020,B,saw,N/A,,81,233,32,323,19,312,3450,2241,64.96,545,Nil,2481,43 week,10
20-10-2020,B,saw,N/A,,58,445,11,72,42,309,3450,3092,89.62,754,Nil,257,43 week,10
20-10-2020,B,saw,N/A,,5,114,4,59,95,238,3450,2792,80.93,352,Nil,2243,43 week,10
20-10-2020,B,saw,N/A,,1,217,11,68,99,128,3450,2919,84.61,345,Nil,2117,43 week,10
20-10-2020,B,saw,N/A,,30,304,39,436,70,353,3450,13,0.38,657,Nil,477,43 week,10
20-10-2020,B,saw,N/A,,1,200,11,7,99,273,3450,2112,61.22,473,Nil,1467,43 week,10
20-10-2020,B,saw,Pounds 2,Parthiban G,25,445,8,284,75,116,3450,3152,91.36,561,ER70S6-2mm-800mm-B,1301,43 week,10
20-10-2020,C,saw,Pounds 1,Praveen K. V.,23,455,15,281,77,99,3450,2248,65.16,554,EB2-2mm-200-R,1765,43 week,10
20-10-2020,C,saw,N/A,,35,305,36,2,65,72,3450,2869,83.16,377,Nil,1105,43 week,10
20-10-2020,C,saw,N/A,,65,116,1,343,35,49,3450,709,20.55,165,Nil,1087,43 week,10
20-10-2020,C,saw,N/A,,41,442,18,301,59,433,3450,690,20,875,Nil,512,43 week,10
20-10-2020,C,saw,N/A,,41,240,38,453,59,169,3450,894,25.91,409,Nil,69,43 week,10
20-10-2020,C,saw,N/A,,16,424,12,367,84,80,3450,3421,99.16,504,Nil,2639,43 week,10
20-10-2020,C,saw,N/A,,66,406,29,38,34,19,3450,2262,65.57,425,Nil,2366,43 week,10
20-10-2020,C,saw,N/A,,29,210,12,11,71,184,3450,358,10.38,394,Nil,2633,43 week,10
20-10-2020,C,saw,N/A,,61,4,32,178,39,299,3450,2337,67.74,303,Nil,1560,43 week,10
20-10-2020,C,saw,N/A,,60,276,18,277,40,108,3450,3071,89.01,384,Nil,1155,43 week,10
20-10-2020,C,saw,Pounds 2,Parthiban G,16,429,1,243,84,274,3450,2060,59.71,703,ER70S6-2mm-800mm-B,1308,43 week,10
21-10-2020,A,saw,Pounds 1,vijay c,84,119,38,304,16,145,3450,3218,93.28,264,EB2-2mm-200-R,2307,43 week,10
21-10-2020,A,saw,N/A,,98,368,2,22,2,462,3450,2142,62.09,830,Nil,884,43 week,10
21-10-2020,A,saw,N/A,,16,469,11,180,84,84,3450,2758,79.94,553,Nil,1588,43 week,10
21-10-2020,A,saw,N/A,,79,406,10,232,21,135,3450,2966,85.97,541,Nil,926,43 week,10
21-10-2020,A,saw,N/A,,19,440,11,248,81,57,3450,928,26.9,497,Nil,1600,43 week,10
21-10-2020,A,saw,N/A,,46,34,3,444,54,162,3450,2523,73.13,196,Nil,2433,43 week,10
21-10-2020,A,saw,N/A,,61,206,35,175,39,425,3450,2264,65.62,631,Nil,2193,43 week,10
21-10-2020,A,saw,N/A,,87,147,17,401,13,68,3450,253,7.33,215,Nil,1385,43 week,10
21-10-2020,A,saw,N/A,,47,393,24,163,53,260,3450,75,2.17,653,Nil,1155,43 week,10
21-10-2020,A,saw,N/A,,53,464,1,282,47,153,3450,459,13.3,617,Nil,84,43 week,10
21-10-2020,A,saw,Pounds 2,Parthiban G,17,469,9,52,83,311,3450,3064,88.81,780,Nil,2706,43 week,10
21-10-2020,B,saw,Pounds 1,Parthiban G,75,195,24,161,25,154,3450,1948,56.46,349,EB2-2mm-200-R,201,43 week,10
21-10-2020,B,saw,N/A,,65,409,39,39,35,188,3450,593,17.19,597,Nil,51,43 week,10
21-10-2020,B,saw,N/A,,67,325,12,317,33,70,3450,2271,65.83,395,Nil,560,43 week,10
21-10-2020,B,saw,N/A,,0,386,1,225,100,152,3450,393,11.39,538,Nil,2501,43 week,10
